"work_group_id"	"status"	"evidence_commit"	"evidence_locator"	"discovery_command"	"verification_command"	"verification_result"	"closure_state"	"reason"	"falsifier"
"work-r3v-native-plan-replay-c-original-line-445-daef06a017b1"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/r3v_native_plan_replay.c:442-446"	"nl -ba -- src/amd/r300/vulkan/r3v_native_plan_replay.c | sed -n 442,446p"	""	"not-run"	"open"	"The final state write result is ignored, so durable publication failure can still return complete."	"ENOSPC, EIO, and fsync failures produce a visible terminal error and never a complete verdict."
"work-r3v-advertised-surface-deqp-binding-py-class-bindingfailure-exception-2d95445df36c"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_advertised_surface_deqp_binding.py:73-80"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_advertised_surface_deqp_binding.py | sed -n 73,80p"	""	"not-run"	"open"	"Derived format grants omit whether a feature bit belongs to the linear, optimal, or buffer field."	"Moving one bit between fields changes the derived identity and a field-migration fixture is rejected."
"work-r300-compute-verb-c-original-line-8-3ba8d99dcd64"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/common/r300_compute_verb.c:3-8"	"nl -ba -- src/amd/r300/common/r300_compute_verb.c | sed -n 3,8p"	""	"not-run"	"open"	"The compute-ledger comment makes code-path claims without a reproducible symbol-discovery method."	"The comment names the exact source location and command that reaches the ledger consumers."
"work-r3v-native-plan-compose-shard-py-def-entry-count-tool-c557cafbe139"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_plan_compose_shard.py:207-214"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_plan_compose_shard.py | sed -n 207,214p"	""	"not-run"	"open"	"A newly refused case leaves any previously composed plan in the output directory."	"Composition requires a fresh destination or atomically removes and refuses stale per-case outputs."
"work-r3v-native-plan-compose-shard-py-def-sha256-file-path-9331d57f9284"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_plan_compose_shard.py:110-121"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_plan_compose_shard.py | sed -n 110,121p"	""	"not-run"	"open"	"The shard scan ignores interrupted staging files and accepts ordinals beyond the C producer's unsigned range."	"Staging residue without a completed member and ordinals above UINT_MAX are both refused."
"work-r3v-conformance-partition-tsv-order-slice-groups-hazard-required-evidenc-c3ade32f15e8"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_conformance_partition.tsv:13-14"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_conformance_partition.tsv | sed -n 13,14p"	""	"not-run"	"open"	"Submission-classified slices retain unclassified names, and query slices allow host-model evidence despite requiring silicon-backed conclusions."	"Slice names describe their mechanism and the evidence floor cannot promote a host-model run to a silicon-backed result."
"work-r3v-native-swapchain-absence-audit-py-original-line-32-300936af5b0e"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_swapchain_absence_audit.py:24-35"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_swapchain_absence_audit.py | sed -n 24,35p"	""	"not-run"	"open"	"The audit searches for an r3v-specific swapchain symbol and does not inspect the common WSI dispatch overlay that makes the route live."	"Adding wsi_device_entrypoints makes the absence audit fail even without an r3v_CreateSwapchainKHR symbol."
"work-r3v-wsi-registration-gate-audit-py-original-line-103-5149fc4d28ae"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_wsi_registration_gate_audit.py:100-108"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_wsi_registration_gate_audit.py | sed -n 100,108p"	""	"not-run"	"open"	"The registration audit checks guard tokens but not the required positive conjunction."	"OR and negated guard fixtures fail while the exact dependency conjunction passes."
"work-r3v-wsi-registration-gate-audit-py-original-line-110-7b5384ca653d"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_wsi_registration_gate_audit.py:108-116"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_wsi_registration_gate_audit.py | sed -n 108,116p"	""	"not-run"	"open"	"Only the first occurrence of each registration marker is inspected."	"Every duplicate marker must lie in the correct positive guard arm."
"work-r3v-wsi-registration-gate-audit-py-original-line-149-b786dd04e2af"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_wsi_registration_gate_audit.py:145-154"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_wsi_registration_gate_audit.py | sed -n 145,154p"	""	"not-run"	"open"	"The unconditional wrapper self-test is rejected only inside the recognized XCB/Xvfb guard, not other conditionals."	"Placing the wrapper test inside any if, elif, or else arm fails calibration."
"work-r3v-wsi-registration-gate-audit-py-original-line-91-25a86dd0e819"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_wsi_registration_gate_audit.py:88-94"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_wsi_registration_gate_audit.py | sed -n 88,94p"	""	"not-run"	"open"	"The block parser treats an entire if-through-endif range as the positive branch and ignores else or elif semantics."	"Registrations in negative or alternate arms are rejected by calibrated fixtures."
"work-r3v-wsi-init-comment-parity-audit-py-original-line-111-9993064f4b80"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_wsi_init_comment_parity_audit.py:108-114"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_wsi_init_comment_parity_audit.py | sed -n 108,114p"	""	"not-run"	"open"	"The parity audit silently skips a required site when its anchor is absent."	"Renaming or reformatting any required anchor produces an explicit failure."
"work-r3v-wsi-init-comment-parity-audit-py-original-line-117-4f503f728f3a"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_wsi_init_comment_parity_audit.py:114-121"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_wsi_init_comment_parity_audit.py | sed -n 114,121p"	""	"not-run"	"open"	"The audit checks only for the guard token and not the comment's asserted value or default semantics."	"An inverted R3V_WSI_SW description fails while the exact positive opt-in meaning passes."
"work-r3v-conformance-partition-py-def-slice-for-caselist-manifest-caselist-fe13771f9f25"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_conformance_partition.py:384-396"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_conformance_partition.py | sed -n 384,396p"	""	"not-run"	"open"	"Subset ownership removes matched cases before detecting the same case in a later shard."	"Every requested case is collected across all shards and exactly one owner is required."
"work-r3v-kernel-deployment-reconcile-py-original-line-123-8bc5de8920b6"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_kernel_deployment_reconcile.py:120-127"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_kernel_deployment_reconcile.py | sed -n 120,127p"	""	"not-run"	"open"	"Deployed pin failures without a row marker, including missing contract files, are silently excluded."	"Every deployed pin failure requires an explicit safe classification or refuses reconciliation."
"work-r3v-kernel-deployment-reconcile-py-original-line-144-1b74a1753ba8"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_kernel_deployment_reconcile.py:141-148"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_kernel_deployment_reconcile.py | sed -n 141,148p"	""	"not-run"	"open"	"Kernel paths outside the Radeon subtree and policy directory are automatically labeled unrelated."	"Every delta path is explicitly classified or admitted through a validated dependency-aware allowlist."
"work-r3v-kernel-deployment-reconcile-py-original-line-160-9313bacf33b1"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_kernel_deployment_reconcile.py:157-162"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_kernel_deployment_reconcile.py | sed -n 157,162p"	""	"not-run"	"open"	"A head pin failure is reported as deployment required even though deploying that head cannot satisfy the contract."	"Head contract failures produce a distinct refusal until the pin or head is reconciled."
"work-r3v-kernel-deployment-reconcile-py-original-line-172-90a721b08006"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_kernel_deployment_reconcile.py:169-175"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_kernel_deployment_reconcile.py | sed -n 169,175p"	""	"not-run"	"open"	"A custom pin input is sealed under the built-in pin filename without its digest or normalized rows."	"The result records the actual selected pin path and content identity."
"work-r3v-native-object-lifetime-test-c-check-empty-secondary-execution-9717b63e587c"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_object_lifetime_test.c:839-846"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_object_lifetime_test.c | sed -n 839,846p"	""	"not-run"	"open"	"The test frees an executed secondary before submitting the primary that references it."	"The secondary remains alive through queue idle and opposite valid cleanup orders release both owned allocations."
"work-r3v-native-transfer-c-execute-copy-struct-r3v-native-device-173a4d8cd8e0"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/r3v_native_transfer.c:172-176"	"nl -ba -- src/amd/r300/vulkan/r3v_native_transfer.c | sed -n 172,176p"	""	"not-run"	"open"	"The nearest-sampling coordinate rule cites only the generic specification rather than an exact public section."	"The comment names the Vulkan blit coordinate-transform and nearest-selection section."
"work-r3v-wsi-denominator-md-driver-s-own-entry-points-69ead151e01c"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"docs/hardware/r3v-wsi-denominator.md:114-121"	"nl -ba -- docs/hardware/r3v-wsi-denominator.md | sed -n 114,121p"	""	"not-run"	"open"	"The document categorically attributes presentable-image refusal to usage vocabulary although supported mixed usage is admitted below the render ceiling."	"The boundary distinguishes the retained 512x512 extent refusal from supported extents and usage combinations."
"work-terakan-queue-c-terakan-queue-submit-struct-vk-queue-const-af7bd018215c"	"evidence-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/terascale/vulkan/terakan_queue.c:905-912"	"nl -ba -- src/amd/terascale/vulkan/terakan_queue.c | sed -n 905,912p"	""	"not-run"	"open"	"The scratch-lifetime change has build and helper coverage but no repeated live carrier-submission result."	"A DRM or WDDM runtime suite executes repeated carrier submissions without lifetime failure."
"work-terakan-carrier-submit-scratch-test-c-original-line-83-283729988d3f"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/terascale/vulkan/tests/terakan_carrier_submit_scratch_test.c:80-87"	"nl -ba -- src/amd/terascale/vulkan/tests/terakan_carrier_submit_scratch_test.c | sed -n 80,87p"	""	"not-run"	"open"	"The scratch allocation call is inside assert and disappears in release builds."	"The helper executes under NDEBUG and an explicit check reports allocation failure without dereferencing null."
"work-terakan-nir-lower-bindings-c-terakan-nir-lower-bindings-nir-b82b42c4c466"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/terascale/vulkan/nir/terakan_nir_lower_bindings.c:120-127"	"nl -ba -- src/amd/terascale/vulkan/nir/terakan_nir_lower_bindings.c | sed -n 120,127p"	""	"not-run"	"open"	"Robustness metadata is disabled for every non-fragment, non-compute graphics stage even when that stage uses SSBO operations."	"Every SSBO-capable graphics stage receives a consistent metadata map and runtime upload."
"work-terakan-nir-lower-tg4-view-swizzle-c-terakan-nir-lower-e37bc04e2755"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/terascale/vulkan/nir/terakan_nir_lower_tg4_view_swizzle.c:141-148"	"nl -ba -- src/amd/terascale/vulkan/nir/terakan_nir_lower_tg4_view_swizzle.c | sed -n 141,148p"	""	"not-run"	"open"	"The lowered TG4 compact metadata index depends on pipeline layout but the shader cache identity omits that map."	"Two layouts producing different compact indexes cannot share cached lowered bytecode."
"work-terakan-robustness-metadata-c-terakan-robustness-metadata-apply-ba1e699f7470"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/terascale/vulkan/terakan_robustness_metadata.c:231-252"	"nl -ba -- src/amd/terascale/vulkan/terakan_robustness_metadata.c | sed -n 231,252p"	""	"not-run"	"open"	"Explicit compute binds can use the wrong stage line, and the shared fragment/compute physical slot retains a stale logical bound bit."	"Compute uses its stage-specific line and switching the shared physical slot invalidates the counterpart binding."
"work-action-frontier-tsv-original-line-1-799bf27c95d0"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"build-infra/docs/review-thread-frontiers/merged-pr1-pr90/action-frontier.tsv:1"	"nl -ba -- build-infra/docs/review-thread-frontiers/merged-pr1-pr90/action-frontier.tsv | sed -n 1p"	""	"not-run"	"open"	"The archived frontier and ledger duplicate editable canonical files byte for byte."	"One canonical pair owns the facts and every secondary view is generated or linked from it."
"work-manifest-json-original-line-1-e5894eb6dd96"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"build-infra/docs/review-thread-frontiers/merged-pr93-pr161/manifest.json:1-4"	"nl -ba -- build-infra/docs/review-thread-frontiers/merged-pr93-pr161/manifest.json | sed -n 1,4p"	""	"not-run"	"open"	"Durable retained directories still use pull-request ranges as their primary names."	"The directories use capture-mechanism names while PR ranges remain metadata inside the manifest."
"work-review-thread-batch-capture-py-original-line-192-ebc202e7be5f"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"build-infra/scripts/review_thread_batch_capture.py:186-194"	"nl -ba -- build-infra/scripts/review_thread_batch_capture.py | sed -n 186,194p"	""	"not-run"	"open"	"String GraphQL variables are passed through gh -F and can be coerced to booleans, null, or integers."	"Integer-looking and reserved-word owner, repository, and cursor strings remain JSON strings."
"work-review-thread-batch-capture-py-original-line-682-f771ec650d3e"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"build-infra/scripts/review_thread_batch_capture.py:674-686"	"nl -ba -- build-infra/scripts/review_thread_batch_capture.py | sed -n 674,686p"	""	"not-run"	"open"	"Capture completion rechecks only the default-branch OID and not selected thread resolution states."	"Resolving or otherwise changing a selected thread during pagination makes capture restart or fail."
"work-review-thread-batch-capture-py-original-line-834-e1f039b23418"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"build-infra/scripts/review_thread_batch_capture.py:826-840"	"nl -ba -- build-infra/scripts/review_thread_batch_capture.py | sed -n 826,840p"	""	"not-run"	"open"	"Retained pull-request metadata is compared with raw evidence only by PR number."	"Title, URL, creation time, merge time, and other consumed scalar fields must match the raw response."
"work-review-thread-batch-capture-py-original-line-890-e89c9867260a"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"build-infra/scripts/review_thread_batch_capture.py:882-894"	"nl -ba -- build-infra/scripts/review_thread_batch_capture.py | sed -n 882,894p"	""	"not-run"	"open"	"The checker accepts a retained page after a prior page declared pagination complete."	"Every page after the first requires hasNextPage on its predecessor and a calibrated extra-page fixture fails."
"work-meson-build-amd-terascale-formats-c-custom-target-2cb85e428d82"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/terascale/common/meson.build:44-50"	"nl -ba -- src/amd/terascale/common/meson.build | sed -n 44,50p"	""	"not-run"	"open"	"The registered test runs a pytest module as a plain Python script and executes none of its test functions."	"Meson invokes pytest or an explicit runner and all five assertions execute."
"work-gpuvis-trace-utils-h-static-int-exec-tracecmd-argv-const-7eb61e99c875"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/util/perf/gpuvis_trace_utils.h:372-390"	"nl -ba -- src/util/perf/gpuvis_trace_utils.h | sed -n 372,390p"	""	"not-run"	"open"	"A detached worker log-open failure is not communicated to the parent, which still reports capture success."	"An unwritable log path makes the public background capture call fail before returning an output name."
"work-default-branch-graphql-original-line-2-91183b2abe1b"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"build-infra/docs/review-thread-frontiers/merged-thread-frontier-after-QY6A8/default-branch.graphql:1-2"	"nl -ba -- build-infra/docs/review-thread-frontiers/merged-thread-frontier-after-QY6A8/default-branch.graphql | sed -n 1,2p"	""	"not-run"	"open"	"The four checked-in executable GraphQL query sources lack SPDX license grants."	"Every query source begins with the repository-approved SPDX grant and regenerated manifest hashes verify."
"work-rs482-producer-alu-compaction-design-md-fp24-carry-bo-round-faec709aa998"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"docs/hardware/rs482-producer-alu-compaction-design.md:498-548"	"nl -ba -- docs/hardware/rs482-producer-alu-compaction-design.md | sed -n 498,548p"	""	"not-run"	"open"	"The companion contract contradicts corrected FP24 RTZ behavior, while MOV witness forwarding ignores the retained negative-source read law and its discriminator."	"Both documents share the corrected source-domain rule and negative or MOV witnesses require source-read-stability proof."
"work-driver-root-audit-py-original-line-125-391a5d24666f"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"build-infra/scripts/driver_root_audit.py:118-130"	"nl -ba -- build-infra/scripts/driver_root_audit.py | sed -n 118,130p"	""	"not-run"	"open"	"The Meson AST traversal counts calls after subdir_done even though configuration stops evaluating that path."	"A subdir_done fixture before a required call makes the audit fail."
"work-driver-root-audit-py-original-line-33-ecb0a05e2a51"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"build-infra/scripts/driver_root_audit.py:30-36"	"nl -ba -- build-infra/scripts/driver_root_audit.py | sed -n 30,36p"	""	"not-run"	"open"	"The audit imports Meson through the ambient Python rather than the environment owning the configured Meson executable."	"The audit resolves one declared Meson Python environment and rejects version or environment mismatch."
"work-driver-root-audit-py-original-line-332-02f627bc764a"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"build-infra/scripts/driver_root_audit.py:329-334"	"nl -ba -- build-infra/scripts/driver_root_audit.py | sed -n 329,334p"	""	"not-run"	"open"	"RADV manifest validation accepts the suffix identifier without proving its canonical JSON value."	"A shadowed or non-JSON vulkan_manifest_suffix fails calibrated output validation."
"work-pkgbuild-source-pkgname-git-https-github-com-oichkatzelesfrettschen-mesa-9d9ada369fd1"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"build-infra/packaging/mesa-gororoba/PKGBUILD:99-104"	"nl -ba -- build-infra/packaging/mesa-gororoba/PKGBUILD | sed -n 99,104p"	""	"not-run"	"open"	"The PKGBUILD declares e6cba798 for mesa-gororoba-env.sh while the committed file hashes to 33477b0a, and the debug profile has the same class of mismatch."	"makepkg source-integrity checks pass for both packaging profiles using regenerated checksum arrays."
"work-device-c-drm-shim-inherited-identity-locator-char-instance-33-c57e25e753d8"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/drm-shim/device.c:920-927"	"nl -ba -- src/drm-shim/device.c | sed -n 920,927p"	""	"not-run"	"open"	"A changed-device child can inherit a parent action-open locator that classifies as an invalid state token and aborts initialization."	"A posix_spawn addopen child selecting another RADEON_GPU_ID initializes through an unrelated or newly selected locator."
"work-action-frontier-tsv-drm-shim-state-token-exec-locator-p2-cd4fb6779795"	"evidence-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"build-infra/docs/review-thread-classifications/merged-thread-frontier-after-WhUFS/action-frontier.tsv:18"	"nl -ba -- build-infra/docs/review-thread-classifications/merged-thread-frontier-after-WhUFS/action-frontier.tsv | sed -n 18p"	""	"not-run"	"open"	"The earlier view-index thread is recorded resolved even though its required allocation and upload count calibration was never executed."	"Repeated unchanged single-view draws show no new push-buffer allocation or KCACHE upload, and the result is retained."
"work-r300-tcl-bypass-triangle-c-r300-tcl-bypass-triangle-multi-6ad4bc2b3fe4"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/common/r300_tcl_bypass_triangle.c:2277-2284"	"nl -ba -- src/amd/r300/common/r300_tcl_bypass_triangle.c | sed -n 2277,2284p"	""	"not-run"	"open"	"Varying passes forward only width and height while silently ignoring non-reference pitch, lanes, triangle count, and target offset."	"Every varying pass is validated against the documented reference-target shape before emission."
"work-terakan-softfp64-lifetime-contract-test-py-original-line-58-fec8187937aa"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-r2vb-c-bool-r300-r2vb-producer-interface-init-gated-849223324227"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-loader-sweep-c-child-exit-status-int-body-aab625dc6025"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-meson-build-if-get-option-r3v-native-backend-d69517bd1b58"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-entrypoint-audit-py-def-populated-slot-1e39abd228f4"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-cell-c-r3v-native-cmd-buffer-execute-deferred-558fd7da81a3"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-cell-c-record-triangle-cell-tail-struct-r3v-c74bba439f15"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-vertex-carrier-harness-c-main-void-f81d93989ed9"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-arming-test-c-test-each-factor-refuses-void-71c4ce255bd6"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-cell-procedure-md-the-run-proceeds-only-c56b8e9956ab"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-r2vb-c-void-r300-emit-rs482-r2vb-compute-loop-8eb5af635ade"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-source-header-audit-py-original-line-43-a0f216c648c1"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-r2vb-producer-manifest-c-main-int-argc-char-argv-5d7a41403dd9"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-r2vb-producer-pass-c-int-3d9d833517b2"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-producer-procedure-md-original-line-38-592b332c4c53"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-producer-procedure-md-original-line-53-ee6f9ff6087b"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-producer-procedure-md-original-line-56-9913e54a1b70"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-producer-procedure-md-original-line-67-9ceedfd0aab8"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-producer-c-original-line-2-322788f83112"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-producer-c-original-line-324-d7af9151b924"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-producer-c-original-line-365-138a10357fc1"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-cell-c-r3v-native-record-direct-write-vkcommandbuffer-a4f0332c89b9"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-radeon-noop-drm-shim-c-test-fd-identity-fallback-int-e13ba3089bd0"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-meson-build-if-with-tests-and-cc-get-define-cc12c9010c0c"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-drm-shim-c-copy-open-how-argument-const-struct-open-0ef18f8ff812"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-drm-shim-c-direct-synthetic-path-map-at-int-dirfd-4849143fceb5"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-drm-shim-c-external-synthetic-transition-at-alloc-int-dirfd-8965b43e7535"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-producer-arming-runner-c-original-line-2-783a9535fddd"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-producer-arming-runner-c-original-line-28-6f1c1632a879"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-producer-arming-runner-c-original-line-82-a9d6eeeed803"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-producer-arming-runner-check-py-original-line-38-bd421692ef25"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-producer-procedure-md-carrier-expected-extent-compar-3d67ef27ff9b"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-cell-c-r3v-native-producer-cell-install-struct-845eaa0bae88"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-meson-build-test-a354f458a42e"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-producer-procedure-md-tail-disturbed-0-slot-323ffa4a129d"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-r2vb-producer-pass-c-r300-r2vb-producer-fp24-sweep-4da87facc12f"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-r2vb-float2-tuple-pass-c-original-line-1-bee14b100205"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-r2vb-float2-tuple-pass-c-original-line-323-468f7ae24050"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-float2-tuple-procedure-md-original-line-25-85f30a8c16f8"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-r2vb-reingest-compose-parity-test-c-original-line-109-a8e7ea9893ff"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-status-load-machine-c-original-line-219-e4798369535b"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-status-load-machine-c-original-line-24-2cdddcdbd68b"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-status-load-machine-c-original-line-253-9a501207c2af"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-status-load-machine-c-original-line-92-4881287da589"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-status-load-machine-test-c-original-line-368-e6de72baa5db"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-screen-c-static-void-r300-query-memory-info-struct-c8fd947a65f3"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-status-load-float2-tuple-c-original-line-c7a0c9cb6543"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-status-load-float2-tuple-c-original-line-df8de5c5816b"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-status-load-float2-tuple-c-original-line-f54e01d99599"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-queue-c-r3v-native-queue-submit-struct-vk-606161d6cc8c"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-status-load-float2-tuple-c-main-int-fb54988b9c3c"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-status-load-float2-tuple-c-op-submit-ab0e3d2c2bb8"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-status-load-float2-tuple-c-sampler-pump-2feaeee9dae6"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-cpu-vertex-job-c-original-line-129-b538663f8fb5"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-cpu-vertex-job-c-original-line-179-04739a373024"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-cpu-vertex-job-c-original-line-21-3526a313bbf5"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-vertex-job-nir-h-original-line-19-07943736b651"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-vertex-job-nir-c-original-line-203-e67db47e2dc1"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-cpu-vertex-job-c-int-r300-cpu-vertex-job-0740e4669a9f"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-burst-cell-harness-c-main-void-4d21aa527654"	"unassessed"	""	""	""	""	""	"open"	""	""
