cluster_rank	cluster_id	work_group_id	oldest_thread_created_at	review_path	source_anchor	thread_count	pull_request_numbers	thread_ids	claim_headings	validation_gate	history_state
311	review-shared-change-history-7ae57798ec2661ff7e9eb245e174fcbdee1baef0-de712cd4c-d5751e8ee4a1	work-r3v-current-program-status-md-above-is-rung-zero-the-7c5726e21378	2026-08-26T05:32:43Z	docs/hardware/r3v-current-program-status.md	above is rung zero the ladder after it runs in this order	28	"[""1822"",""1824"",""1825"",""1826"",""1829"",""1831"",""1836"",""1839"",""1846"",""1848"",""1849"",""1865""]"	"[""PRRT_kwDOR3YK5M6cWDMj"",""PRRT_kwDOR3YK5M6cWPv1"",""PRRT_kwDOR3YK5M6cWPv6"",""PRRT_kwDOR3YK5M6cWPvu"",""PRRT_kwDOR3YK5M6cWTLd"",""PRRT_kwDOR3YK5M6cWTLh"",""PRRT_kwDOR3YK5M6cWTLl"",""PRRT_kwDOR3YK5M6cWUtX"",""PRRT_kwDOR3YK5M6cWUta"",""PRRT_kwDOR3YK5M6cW12I"",""PRRT_kwDOR3YK5M6cW12N"",""PRRT_kwDOR3YK5M6cW12R"",""PRRT_kwDOR3YK5M6cW12U"",""PRRT_kwDOR3YK5M6cW-e_"",""PRRT_kwDOR3YK5M6cW-fF"",""PRRT_kwDOR3YK5M6cW-fI"",""PRRT_kwDOR3YK5M6cXe3W"",""PRRT_kwDOR3YK5M6cXe3b"",""PRRT_kwDOR3YK5M6cXpKj"",""PRRT_kwDOR3YK5M6cXpKo"",""PRRT_kwDOR3YK5M6cY3aN"",""PRRT_kwDOR3YK5M6chXIA"",""PRRT_kwDOR3YK5M6chXun"",""PRRT_kwDOR3YK5M6chXuo"",""PRRT_kwDOR3YK5M6chXur"",""PRRT_kwDOR3YK5M6cm0lo"",""PRRT_kwDOR3YK5M6cm0l2"",""PRRT_kwDOR3YK5M6cm0lv""]"	"[""state the silicon observation positively"",""keep nearest and clamp semantics open"",""retain s axis addressing as open work"",""bound the receipt to half row discrimination"",""name the layered image ledger row explicitly"",""scope the layered route gate to the array cases"",""require both routes before admitting the combined usage"",""scope the zero movement claim to the measured families"",""add the promised sampler state rung"",""keep the render to sample coherency edge open"",""reconcile rung 7 with the ladder s strict ordering"",""require vram placement rather than device local memory"",""make the first msaa arm distinguish multisampling"",""record the composed cell s required offset"",""add the discovery method to the emitter claim"",""close the em dash substitute against both words"",""add discovery locations to the new code claims"",""account for the fifth payload falling outside the chunk"",""remove the unsupported recorder calibration claim"",""record the composed kind s arming blocker"",""retain an edge oracle before accepting the msaa arm"",""keep resolve semantics marked as a hypothesis"",""add discovery methods to the new code claims"",""reconcile the fragment color outcomes"",""base the allocation claim on the final placement"",""record the discovery method for the new source locator"",""link the canonical memory placement contract"",""describe vram residency as unproven rather than absent""]"	documentation-symbol-and-link-check	changed-since-review
312	review-shared-change-history-5453c84376b798dd7cc68a5f65defc68037c4b15-511ef9d73-76977ab90eaa	work-r3v-native-attended-sampled-c-main-int-argc-char-argv-6d3d4dc94d7f	2026-08-26T05:40:53Z	src/amd/r300/vulkan/tests/r3v_native_attended_sampled.c	main int argc char argv	1	"[""1823""]"	"[""PRRT_kwDOR3YK5M6cWI8k""]"	"[""use a split aware oracle for the rows arm""]"	warning-clean-driver-build-and-focused-test	changed-since-review
313	review-shared-change-history-4420389af742cd6354dceac2584fd4fd8ad74ec8-292c0318d-ad0c8de92ead	work-r3v-host-model-fail-decomposition-md-itself-admit-imagetype-1d-cd6d6e43e0e3	2026-08-26T05:56:13Z	docs/hardware/r3v-host-model-fail-decomposition.md	itself admit imagetype 1d and admitting imagetype 1d does not by	2	"[""1825""]"	"[""PRRT_kwDOR3YK5M6cWUtT"",""PRRT_kwDOR3YK5M6cWUtc""]"	"[""preserve the five distinct refusal shapes"",""stop assigning the retired class to new seals""]"	documentation-symbol-and-link-check	changed-since-review
314	review-shared-change-history-511ef9d736cf3e3800c25b31dd5abe0e0540a6a3-a0b08e61f-de4529543751	work-r300-tcl-bypass-triangle-c-r300-tcl-bypass-triangle-render-ec50480f6203	2026-08-26T06:46:49Z	src/amd/r300/common/r300_tcl_bypass_triangle.c	r300 tcl bypass triangle render shape emit	1	"[""1830""]"	"[""PRRT_kwDOR3YK5M6cW_fi""]"	"[""reuse one relocation slot for the shared target bo""]"	warning-clean-driver-build-and-focused-test	changed-since-review
315	review-shared-change-history-eae1df80d9c7db3162ed27614fc74de2325ad665-5f2615641-f2f42b67e80f	work-r3v-native-arming-c-r3v-native-arming-evaluate-const-struct-91b8d5b84bc0	2026-08-26T06:46:49Z	src/amd/r300/vulkan/r3v_native_arming.c	r3v native arming evaluate const struct r3v native arming facts facts	1	"[""1830""]"	"[""PRRT_kwDOR3YK5M6cW_f5""]"	"[""add the composed kind to the queue geometry gate""]"	warning-clean-driver-build-and-focused-test	changed-since-review
316	review-shared-change-history-13701e615400edf1e437c61df559419793a3088f-84cf229c0-55a4dbbbcf6e	work-r3v-native-h-r3v-native-image-layer-pitch-bytes-uint32-1822efd8d81b	2026-08-26T06:50:13Z	src/amd/r300/vulkan/r3v_native.h	r3v native image layer pitch bytes uint32 t row pitch bytes uint32 t height	1	"[""1832""]"	"[""PRRT_kwDOR3YK5M6cXCto""]"	"[""add the required symbol discovery method""]"	warning-clean-driver-build-and-focused-test	changed-since-review
317	review-shared-change-history-a0b08e61fb38f57fe17f038bfaddd9f5dd47ef34-f6a34ad39-2f2ce0efd8f9	work-r300-tcl-bypass-triangle-c-r300-tcl-bypass-triangle-varying-9f7d196918b1	2026-08-26T07:12:05Z	src/amd/r300/common/r300_tcl_bypass_triangle.c	r300 tcl bypass triangle varying extent oracle	3	"[""1834""]"	"[""PRRT_kwDOR3YK5M6cXXTc"",""PRRT_kwDOR3YK5M6cXXTj"",""PRRT_kwDOR3YK5M6cXXTo""]"	"[""preserve the sentinel in the canary check"",""compare analytic membership at every pixel"",""refuse empty analytic footprints""]"	warning-clean-driver-build-and-focused-test	changed-since-review
318	review-shared-change-history-f6a34ad39990d74a4752ccfdf0d67c55b398fef5-84cf229c0-39cc51eaa075	work-r300-tcl-bypass-triangle-c-composed-sample-emit-const-struct-97cb1c3402f9	2026-08-26T07:16:47Z	src/amd/r300/common/r300_tcl_bypass_triangle.c	composed sample emit const struct r300 triangle composed render sample c	1	"[""1835""]"	"[""PRRT_kwDOR3YK5M6cXcoc""]"	"[""enforce the documented double bind refusal for identity maps""]"	warning-clean-driver-build-and-focused-test	changed-since-review
319	review-shared-change-history-f6a34ad39990d74a4752ccfdf0d67c55b398fef5-84cf229c0-4766481dbb90	work-r300-tcl-bypass-triangle-h-int-r300-tcl-bypass-triangle-45b11f238036	2026-08-26T07:16:47Z	src/amd/r300/common/r300_tcl_bypass_triangle.h	int r300 tcl bypass triangle composed render sample emit	1	"[""1835""]"	"[""PRRT_kwDOR3YK5M6cXcoV""]"	"[""add the required discovery location to the winsys claim""]"	warning-clean-driver-build-and-focused-test	changed-since-review
320	review-shared-change-history-84cf229c0d6e290d4a5694efa957454bc04b22c9-4fafa6b13-97b199638228	work-r300-tcl-bypass-triangle-c-r300-tcl-bypass-triangle-coverage-82f24546ba77	2026-08-26T07:25:57Z	src/amd/r300/common/r300_tcl_bypass_triangle.c	r300 tcl bypass triangle coverage oracle	1	"[""1837""]"	"[""PRRT_kwDOR3YK5M6cXmVc""]"	"[""stop reading the admitted set in predicted mode""]"	warning-clean-driver-build-and-focused-test	changed-since-review
321	review-shared-change-history-be6eb55ff61e6ac44b7e475f70f9edc76d1f8d5b-451d77f25-7bd8c96b7ede	work-r3v-native-attended-sampled-c-pfn-vkvoidfunction-vk-icdgetinstanceprocad-de26af02ffc4	2026-08-26T07:25:57Z	src/amd/r300/vulkan/tests/r3v_native_attended_sampled.c	pfn vkvoidfunction vk icdgetinstanceprocaddr vkinstance instance	1	"[""1837""]"	"[""PRRT_kwDOR3YK5M6cXmVY""]"	"[""cite the vertex path the runner actually executes""]"	warning-clean-driver-build-and-focused-test	changed-since-review
322	review-shared-change-history-84cf229c0d6e290d4a5694efa957454bc04b22c9-eae1df80d-6d57616cb6c1	work-r3v-native-cell-c-r3v-native-record-r2vb-status-load-324b7eb7452c	2026-08-26T07:31:31Z	src/amd/r300/vulkan/r3v_native_cell.c	r3v native record r2vb status load burst float4 model	4	"[""1838""]"	"[""PRRT_kwDOR3YK5M6cXsrS"",""PRRT_kwDOR3YK5M6cXsrV"",""PRRT_kwDOR3YK5M6cXsrY"",""PRRT_kwDOR3YK5M6cXsrc""]"	"[""admit the composed kind through the queue geometry gate"",""validate composed buffer footprints before installation"",""bind the composed arming runner s relocation payloads"",""add the composed kind to the plan serialization table""]"	warning-clean-driver-build-and-focused-test	changed-since-review
323	review-shared-change-history-eae1df80d9c7db3162ed27614fc74de2325ad665-5f2615641-5c7a56b563eb	work-r3v-native-arming-runner-c-cell-emit-struct-r300-tcl-c3e3e1b947b2	2026-08-26T07:42:40Z	src/amd/r300/vulkan/tests/r3v_native_arming_runner.c	cell emit struct r300 tcl bypass triangle ib cell	1	"[""1840""]"	"[""PRRT_kwDOR3YK5M6cX5F9""]"	"[""update the program status with the bound digest""]"	warning-clean-driver-build-and-focused-test	changed-since-review
324	review-shared-change-history-eae1df80d9c7db3162ed27614fc74de2325ad665-5f2615641-7df7f460f8cf	work-r3v-native-queue-c-cell-geometry-unfrozen-const-struct-r3v-46aa1a5d835b	2026-08-26T07:42:40Z	src/amd/r300/vulkan/r3v_native_queue.c	cell geometry unfrozen const struct r3v native cmd buffer cmd buffer	1	"[""1840""]"	"[""PRRT_kwDOR3YK5M6cX5GE""]"	"[""reject undersized bos before admitting composed submits""]"	warning-clean-driver-build-and-focused-test	changed-since-review
325	review-shared-change-history-f34c5c5ebbea17e56dd5fd49a9122d175544ac5c-99ae7f779-8253dcd3d271	work-r3v-native-attended-composed-c-original-line-12-9ea983fc473f	2026-08-26T08:21:12Z	src/amd/r300/vulkan/tests/r3v_native_attended_composed.c	original line 12	1	"[""1843""]"	"[""PRRT_kwDOR3YK5M6cYkQD""]"	"[""add the composed runner to the attended procedure""]"	warning-clean-driver-build-and-focused-test	changed-since-review
325	review-shared-change-history-f34c5c5ebbea17e56dd5fd49a9122d175544ac5c-99ae7f779-8253dcd3d271	work-r3v-native-attended-composed-c-original-line-142-2123e448c49f	2026-08-26T08:21:12Z	src/amd/r300/vulkan/tests/r3v_native_attended_composed.c	original line 142	1	"[""1843""]"	"[""PRRT_kwDOR3YK5M6cYkQJ""]"	"[""print the complete authorized cell digest""]"	warning-clean-driver-build-and-focused-test	changed-since-review
325	review-shared-change-history-f34c5c5ebbea17e56dd5fd49a9122d175544ac5c-99ae7f779-8253dcd3d271	work-r3v-native-attended-composed-c-original-line-303-f86bde5686f7	2026-08-26T08:21:12Z	src/amd/r300/vulkan/tests/r3v_native_attended_composed.c	original line 303	1	"[""1843""]"	"[""PRRT_kwDOR3YK5M6cYkQA""]"	"[""seed the two targets with distinct sentinels""]"	warning-clean-driver-build-and-focused-test	changed-since-review
325	review-shared-change-history-f34c5c5ebbea17e56dd5fd49a9122d175544ac5c-99ae7f779-8253dcd3d271	work-r3v-native-attended-composed-c-original-line-354-bb0f4c3e1d38	2026-08-26T08:21:12Z	src/amd/r300/vulkan/tests/r3v_native_attended_composed.c	original line 354	1	"[""1843""]"	"[""PRRT_kwDOR3YK5M6cYkQF""]"	"[""retain outcomes after an accepted submit failure""]"	warning-clean-driver-build-and-focused-test	changed-since-review
326	review-shared-change-history-3a32ad98562dd20c4860014c53ef5e95e7c0680b-1b0a2e11d-1a2e0b2a644f	work-r300-tcl-bypass-triangle-test-c-test-varying-shape-vertices-68107db2efe0	2026-08-26T08:21:13Z	src/amd/r300/common/tests/r300_tcl_bypass_triangle_test.c	test varying shape vertices scale positions alone void	1	"[""1843""]"	"[""PRRT_kwDOR3YK5M6cYkQM""]"	"[""resume the register scan at the next packet boundary""]"	warning-clean-driver-build-and-focused-test	changed-since-review
327	review-shared-change-history-661a73bf5bb99146ce096cc086613c7a819895f3-ddd2b086c-a07fd2ef23e1	work-r3v-native-attended-composed-render-sample-procedure-md-original-line-c916e554b009	2026-08-26T08:22:39Z	docs/hardware/r3v-native-attended-composed-render-sample-procedure.md	original line 78	1	"[""1844""]"	"[""PRRT_kwDOR3YK5M6cYl82""]"	"[""state that the token is written before the ioctl""]"	documentation-symbol-and-link-check	changed-since-review
327	review-shared-change-history-661a73bf5bb99146ce096cc086613c7a819895f3-ddd2b086c-a07fd2ef23e1	work-r3v-native-attended-composed-render-sample-procedure-md-original-line-e6f65c326ae9	2026-08-26T08:22:39Z	docs/hardware/r3v-native-attended-composed-render-sample-procedure.md	original line 16	1	"[""1844""]"	"[""PRRT_kwDOR3YK5M6cYl8z""]"	"[""override the shared procedure s executable checks""]"	documentation-symbol-and-link-check	changed-since-review
328	review-shared-change-history-99ae7f779dd196aec81f5eef3c02f0ddf0f2fbbc-15e794e1b-de2adb845b42	work-r3v-native-attended-composed-c-main-int-argc-char-argv-59d94baeaac5	2026-08-26T08:22:39Z	src/amd/r300/vulkan/tests/r3v_native_attended_composed.c	main int argc char argv	1	"[""1844""]"	"[""PRRT_kwDOR3YK5M6cYl8v""]"	"[""separate an untouched target from an unpublished fetch""]"	warning-clean-driver-build-and-focused-test	changed-since-review
329	review-shared-change-history-1b0a2e11dfb54b35af550012234ff5648ebf0111-7ac62205e-1f747ec90bb9	work-r300-tcl-bypass-triangle-c-r300-tcl-bypass-triangle-coverage-55a18c466e94	2026-08-26T08:39:29Z	src/amd/r300/common/r300_tcl_bypass_triangle.c	r300 tcl bypass triangle coverage oracle predicted	1	"[""1845""]"	"[""PRRT_kwDOR3YK5M6cY5SD""]"	"[""make the resolve oracle sample aware""]"	warning-clean-driver-build-and-focused-test	changed-since-review
330	review-shared-change-history-15e794e1b6218b8fe59b7e9577a07d2b0a38aa99-74e17e547-c3b5fa3193b1	work-r3v-native-attended-composed-c-report-const-char-label-const-dbf0d79f3f80	2026-08-26T15:24:30Z	src/amd/r300/vulkan/tests/r3v_native_attended_composed.c	report const char label const struct r300 triangle coverage verdict v	1	"[""1847""]"	"[""PRRT_kwDOR3YK5M6chLnN""]"	"[""ignore manifest state in record only mode""]"	warning-clean-driver-build-and-focused-test	changed-since-review
331	review-shared-change-history-7ac62205eb882df42462d849cc549086b59227ea-92fc8a2c3-9731033d1aeb	work-r300-tcl-bypass-triangle-c-r300-tcl-bypass-triangle-interior-b52bc335f53d	2026-08-26T15:35:00Z	src/amd/r300/common/r300_tcl_bypass_triangle.c	r300 tcl bypass triangle interior oracle	1	"[""1848""]"	"[""PRRT_kwDOR3YK5M6chXH7""]"	"[""record the symbol discovery method for the r300g claim""]"	warning-clean-driver-build-and-focused-test	changed-since-review
331	review-shared-change-history-7ac62205eb882df42462d849cc549086b59227ea-92fc8a2c3-9731033d1aeb	work-r300-tcl-bypass-triangle-h-void-r300-tcl-bypass-triangle-ff19f7842a70	2026-08-26T15:35:00Z	src/amd/r300/common/r300_tcl_bypass_triangle.h	void r300 tcl bypass triangle interior oracle	1	"[""1848""]"	"[""PRRT_kwDOR3YK5M6chXH3""]"	"[""restrict the oracle contract to resolved buffers""]"	warning-clean-driver-build-and-focused-test	changed-since-review
332	review-shared-change-history-51f57acd4012136e17651596b9591d25d90d6175-4b0c1f55a-9f169a0241b5	work-agents-md-structure-agent-loaded-markdown-documents-with-clean-predictab-65dc76c1fb17	2026-08-26T17:57:34Z	AGENTS.md	structure agent loaded markdown documents with clean predictable formatting	1	"[""1851""]"	"[""PRRT_kwDOR3YK5M6ckBQ7""]"	"[""limit the closure rule to typographic dash substitutes""]"	documentation-symbol-and-link-check	changed-since-review
333	review-shared-change-history-aa981dd2fb3a6b1901dc611f950542979c2730a5-51f57acd4-05a78fefc43d	work-agents-md-these-rules-are-enforceable-later-sections-explain-mechanism-6b95ca4be917	2026-08-26T17:57:49Z	AGENTS.md	these rules are enforceable later sections explain mechanism or rationale and n	3	"[""1850""]"	"[""PRRT_kwDOR3YK5M6ckBkH"",""PRRT_kwDOR3YK5M6ckBkO"",""PRRT_kwDOR3YK5M6ckBkR""]"	"[""keep retired distcc pump out of cache wiring"",""call the rev parse result the repository root"",""retarget the remaining sibling repository references""]"	documentation-symbol-and-link-check	changed-since-review
333	review-shared-change-history-aa981dd2fb3a6b1901dc611f950542979c2730a5-51f57acd4-05a78fefc43d	work-agents-md-when-open-proofs-is-available-use-proof-names-2decc56edcf5	2026-08-26T17:57:49Z	AGENTS.md	when open proofs is available use proof names as review checks	2	"[""1850""]"	"[""PRRT_kwDOR3YK5M6ckBkA"",""PRRT_kwDOR3YK5M6ckBkF""]"	"[""describe the software tcl classification without inferring silicon"",""store captures under the canonical r300 evidence directory""]"	documentation-symbol-and-link-check	changed-since-review
334	review-shared-change-history-92fc8a2c371472b667a10471e6f8a18de66fd847-dede1a1b3-8b0a9321a6bb	work-r300-tcl-bypass-triangle-c-r300-tcl-bypass-triangle-bind-304fce058989	2026-08-26T18:33:07Z	src/amd/r300/common/r300_tcl_bypass_triangle.c	r300 tcl bypass triangle bind reloc indices	4	"[""1853""]"	"[""PRRT_kwDOR3YK5M6ckuV3"",""PRRT_kwDOR3YK5M6ckuVp"",""PRRT_kwDOR3YK5M6ckuVy"",""PRRT_kwDOR3YK5M6ckuWB""]"	"[""reject a resolve color identical to the render color"",""reapply aa state after the nested first draw contracts"",""reject incompatible resolve destination shapes"",""derive emitted mspos data from the canonical sample table""]"	warning-clean-driver-build-and-focused-test	changed-since-review
334	review-shared-change-history-92fc8a2c371472b667a10471e6f8a18de66fd847-dede1a1b3-8b0a9321a6bb	work-r300-tcl-bypass-triangle-c-r300-tcl-bypass-triangle-validate-6f77a10b9fee	2026-08-26T18:33:08Z	src/amd/r300/common/r300_tcl_bypass_triangle.c	r300 tcl bypass triangle validate reloc sites	1	"[""1853""]"	"[""PRRT_kwDOR3YK5M6ckuV8""]"	"[""distinguish five site streams before accepting a slot sequence""]"	warning-clean-driver-build-and-focused-test	changed-since-review
335	review-shared-change-history-b5acf9f4e07272c713c0c51152a949d9cdd89b83-27e590ad4-44df4a37fc23	work-merged-review-thread-resolution-campaign-md-original-line-49-86a59b5af1fb	2026-08-26T19:15:21Z	build-infra/docs/merged-review-thread-resolution-campaign.md	original line 49	1	"[""1855""]"	"[""PRRT_kwDOR3YK5M6clgPe""]"	"[""check in the frontier capture generator""]"	documentation-symbol-and-link-check	changed-since-review
336	review-shared-change-history-b5acf9f4e07272c713c0c51152a949d9cdd89b83-4e3411822-6557140a73d7	work-merged-review-thread-action-frontier-tsv-original-line-2-96eb38c12512	2026-08-26T19:15:21Z	build-infra/docs/merged-review-thread-action-frontier.tsv	original line 2	1	"[""1855""]"	"[""PRRT_kwDOR3YK5M6clgPs""]"	"[""add discovery provenance to frontier code locators""]"	schema-generator-and-mutation-check	changed-since-review
336	review-shared-change-history-b5acf9f4e07272c713c0c51152a949d9cdd89b83-4e3411822-6557140a73d7	work-merged-review-thread-action-frontier-tsv-original-line-9-6de3c723a742	2026-08-26T19:15:21Z	build-infra/docs/merged-review-thread-action-frontier.tsv	original line 9	1	"[""1855""]"	"[""PRRT_kwDOR3YK5M6clgPZ""]"	"[""refresh the makefile evidence owner to the changed blob""]"	schema-generator-and-mutation-check	changed-since-review
337	review-shared-change-history-b5acf9f4e07272c713c0c51152a949d9cdd89b83-e4aa59105-6a5ab00feef3	work-review-thread-frontier-py-original-line-295-2ffa64a25969	2026-08-26T19:15:21Z	build-infra/scripts/review_thread_frontier.py	original line 295	1	"[""1855""]"	"[""PRRT_kwDOR3YK5M6clgPl""]"	"[""reject closure times that predate the review thread""]"	python-test-black-and-ruff	changed-since-review
338	review-shared-change-history-d6661faf431e4998f5e7d1879b1d6d6eb3c7bf7c-73759399b-9e86655119f3	work-merged-review-thread-resolution-ledger-tsv-original-line-2-0e8951d4f879	2026-08-26T19:23:50Z	build-infra/docs/merged-review-thread-resolution-ledger.tsv	original line 2	1	"[""1856""]"	"[""PRRT_kwDOR3YK5M6clpsR""]"	"[""align the evidence pr and merge time with the evidence commit""]"	schema-generator-and-mutation-check	changed-since-review
339	review-shared-change-history-73759399b38e424bc37ce26f60fa228b6ccc35eb-5553f18dd-adc24c7c8431	work-merged-review-thread-action-frontier-tsv-original-line-38-87420329d642	2026-08-26T20:10:21Z	build-infra/docs/merged-review-thread-action-frontier.tsv	original line 38	1	"[""1862""]"	"[""PRRT_kwDOR3YK5M6cmfBH""]"	"[""track the robustness implementations as evidence owners""]"	schema-generator-and-mutation-check	changed-since-review
339	review-shared-change-history-73759399b38e424bc37ce26f60fa228b6ccc35eb-5553f18dd-adc24c7c8431	work-merged-review-thread-action-frontier-tsv-original-line-4-8af1d4295a4c	2026-08-26T20:10:21Z	build-infra/docs/merged-review-thread-action-frontier.tsv	original line 4	2	"[""1862""]"	"[""PRRT_kwDOR3YK5M6cmfBD"",""PRRT_kwDOR3YK5M6cmfBU""]"	"[""track the wide phi implementation as the evidence owner"",""synchronize the campaign s current classification""]"	schema-generator-and-mutation-check	changed-since-review
339	review-shared-change-history-73759399b38e424bc37ce26f60fa228b6ccc35eb-5553f18dd-adc24c7c8431	work-merged-review-thread-action-frontier-tsv-original-line-48-2e3b8bb0658c	2026-08-26T20:10:21Z	build-infra/docs/merged-review-thread-action-frontier.tsv	original line 48	1	"[""1862""]"	"[""PRRT_kwDOR3YK5M6cmfBM""]"	"[""track the tg4 metadata mapping as the evidence owner""]"	schema-generator-and-mutation-check	changed-since-review
340	review-shared-change-history-de7dadb87bd04645746160f6a0198f7ce5099669-ed31e4154-c263f031da59	work-review-thread-resolution-py-original-line-205-fcd7920434c0	2026-08-26T20:47:50Z	build-infra/scripts/review_thread_resolution.py	original line 205	1	"[""1868""]"	"[""PRRT_kwDOR3YK5M6cnJc8""]"	"[""validate resolution authority before mutating threads""]"	python-test-black-and-ruff	changed-since-review
340	review-shared-change-history-de7dadb87bd04645746160f6a0198f7ce5099669-ed31e4154-c263f031da59	work-review-thread-resolution-py-original-line-184-8fa3088ae76b	2026-08-26T20:47:51Z	build-infra/scripts/review_thread_resolution.py	original line 184	1	"[""1868""]"	"[""PRRT_kwDOR3YK5M6cnJdJ""]"	"[""reject non boolean journal completion states""]"	python-test-black-and-ruff	changed-since-review
340	review-shared-change-history-de7dadb87bd04645746160f6a0198f7ce5099669-ed31e4154-c263f031da59	work-review-thread-resolution-py-original-line-220-94b704c8a28b	2026-08-26T20:47:51Z	build-infra/scripts/review_thread_resolution.py	original line 220	1	"[""1868""]"	"[""PRRT_kwDOR3YK5M6cnJdC""]"	"[""reconcile successful mutations when resuming""]"	python-test-black-and-ruff	changed-since-review
340	review-shared-change-history-de7dadb87bd04645746160f6a0198f7ce5099669-ed31e4154-c263f031da59	work-review-thread-resolution-py-original-line-226-ad77ca4a18e2	2026-08-26T20:47:51Z	build-infra/scripts/review_thread_resolution.py	original line 226	1	"[""1868""]"	"[""PRRT_kwDOR3YK5M6cnJdL""]"	"[""preserve the completed journal on resolver reruns""]"	python-test-black-and-ruff	changed-since-review
340	review-shared-change-history-de7dadb87bd04645746160f6a0198f7ce5099669-ed31e4154-c263f031da59	work-review-thread-resolution-py-original-line-238-a5909e803a24	2026-08-26T20:47:51Z	build-infra/scripts/review_thread_resolution.py	original line 238	1	"[""1868""]"	"[""PRRT_kwDOR3YK5M6cnJdH""]"	"[""keep the resolution checker read only""]"	python-test-black-and-ruff	changed-since-review
341	review-shared-change-history-e0492b811b51ddfda017f2e819286a577174baca-808e258f1-7cce332b75d0	work-merged-review-thread-resolution-campaign-md-relevant-focused-gate-resolu-05d35a82ffb2	2026-08-26T20:50:22Z	build-infra/docs/merged-review-thread-resolution-campaign.md	relevant focused gate resolution of the exact graphql thread id and a final	3	"[""1870"",""1882""]"	"[""PRRT_kwDOR3YK5M6cnMP3"",""PRRT_kwDOR3YK5M6coWE1"",""PRRT_kwDOR3YK5M6coWEm""]"	"[""add the active capture to the offline contract"",""count the supplemental responses in the capture summary"",""move the retained capture to the evidence repository""]"	documentation-symbol-and-link-check	changed-since-review
342	review-shared-change-history-a110dfb796c40aac3c01c79e088c673f64f1f4c4-cad61db3c-d07e80391f20	work-draw-vs-nir-c-draw-vs-nir-io-slots-const-890df8cecb4e	2026-08-26T21:26:39Z	src/gallium/auxiliary/draw/draw_vs_nir.c	draw vs nir io slots const struct glsl type type bool bindless	2	"[""1876""]"	"[""PRRT_kwDOR3YK5M6cnzYC"",""PRRT_kwDOR3YK5M6cnzYM""]"	"[""rebind remapped generic output semantics"",""preserve semantics for variableless lowered outputs""]"	warning-clean-build-and-focused-test	changed-since-review
343	review-shared-change-history-808e258f17e4ae05fd17c90cbe39c9bf47dfdcc4-397aa1923-4e4f456267fb	work-merged-review-thread-batch-registry-tsv-original-line-4-a1248e8bc913	2026-08-26T21:38:23Z	build-infra/docs/merged-review-thread-batch-registry.tsv	original line 4	2	"[""1877"",""1881""]"	"[""PRRT_kwDOR3YK5M6cn_H-"",""PRRT_kwDOR3YK5M6coNQ7""]"	"[""wire batch 0003 into the canonical frontier checks"",""qualify the actual commit before closing the batch""]"	schema-generator-and-mutation-check	changed-since-review
344	review-shared-change-history-808e258f17e4ae05fd17c90cbe39c9bf47dfdcc4-e4aa59105-941b3b79b92c	work-action-frontier-tsv-original-line-2-d61223f31f48	2026-08-26T21:38:23Z	build-infra/docs/review-thread-classifications/merged-thread-frontier-92b67f719e7b/action-frontier.tsv	original line 2	1	"[""1877""]"	"[""PRRT_kwDOR3YK5M6cn_IA""]"	"[""record exact discovery techniques for the new locators""]"	schema-generator-and-mutation-check	changed-since-review
344	review-shared-change-history-808e258f17e4ae05fd17c90cbe39c9bf47dfdcc4-e4aa59105-941b3b79b92c	work-action-frontier-tsv-original-line-35-6dd1ac63b0d0	2026-08-26T21:38:23Z	build-infra/docs/review-thread-classifications/merged-thread-frontier-92b67f719e7b/action-frontier.tsv	original line 35	1	"[""1877""]"	"[""PRRT_kwDOR3YK5M6cn_ID""]"	"[""give build test rows an executable probe""]"	schema-generator-and-mutation-check	changed-since-review
344	review-shared-change-history-808e258f17e4ae05fd17c90cbe39c9bf47dfdcc4-e4aa59105-941b3b79b92c	work-assessments-tsv-original-line-1-d9b87f81563c	2026-08-26T21:38:23Z	build-infra/docs/review-thread-classifications/merged-thread-frontier-92b67f719e7b/assessments.tsv	original line 1	1	"[""1877""]"	"[""PRRT_kwDOR3YK5M6cn_IE""]"	"[""add an epistemic tier to each classified claim""]"	schema-generator-and-mutation-check	changed-since-review
344	review-shared-change-history-808e258f17e4ae05fd17c90cbe39c9bf47dfdcc4-e4aa59105-941b3b79b92c	work-assessments-tsv-original-line-19-dd8958b28cbb	2026-08-26T21:38:23Z	build-infra/docs/review-thread-classifications/merged-thread-frontier-92b67f719e7b/assessments.tsv	original line 19	1	"[""1877""]"	"[""PRRT_kwDOR3YK5M6cn_II""]"	"[""keep the install hook thread open until its diagnostics match""]"	schema-generator-and-mutation-check	changed-since-review
344	review-shared-change-history-808e258f17e4ae05fd17c90cbe39c9bf47dfdcc4-e4aa59105-941b3b79b92c	work-assessments-tsv-original-line-22-04e954f2671c	2026-08-26T21:38:23Z	build-infra/docs/review-thread-classifications/merged-thread-frontier-92b67f719e7b/assessments.tsv	original line 22	1	"[""1877""]"	"[""PRRT_kwDOR3YK5M6cn_IG""]"	"[""name the actual deployment consent variable""]"	schema-generator-and-mutation-check	changed-since-review
