cluster_rank	cluster_id	review_route	review_group_count	thread_count	review_path_count	pull_request_count	oldest_thread_created_at	newest_thread_created_at	validation_gates	history_states	path_change_candidates	representative_work_group_id	next_action
312	review-shared-change-history-5453c84376b798dd7cc68a5f65defc68037c4b15-511ef9d73-76977ab90eaa	shared-change-history	1	1	1	1	2026-08-26T05:40:53Z	2026-08-26T05:40:53Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""3065def39aa3fde98ca00c66da9612773b451805"",""451d77f250a30cb4c968c8474b0ffaa1a8f1b123"",""511ef9d736cf3e3800c25b31dd5abe0e0540a6a3"",""5453c84376b798dd7cc68a5f65defc68037c4b15"",""be6eb55ff61e6ac44b7e475f70f9edc76d1f8d5b"",""dede1a1b318fb4cbc3b4314f1354cd20ee2e6ecd"",""f6a34ad39990d74a4752ccfdf0d67c55b398fef5""]"	work-r3v-native-attended-sampled-c-main-int-argc-char-argv-6d3d4dc94d7f	read-the-shared-commit-sequence-once-then-check-each-claim
313	review-shared-change-history-4420389af742cd6354dceac2584fd4fd8ad74ec8-292c0318d-ad0c8de92ead	shared-change-history	1	2	1	1	2026-08-26T05:56:13Z	2026-08-26T05:56:13Z	"[""documentation-symbol-and-link-check""]"	"[""changed-since-review""]"	"[""292c0318de096554d204725077710d177a3196f2"",""31650bf8e57d52a812104aeb6cc60449099a86d1"",""4420389af742cd6354dceac2584fd4fd8ad74ec8"",""813f5899cd3d315aa4c84213e5be5101fc03f698"",""f743d0f9bec6e673cdd09dfd4554172aaa9b01c7""]"	work-r3v-host-model-fail-decomposition-md-itself-admit-imagetype-1d-cd6d6e43e0e3	read-the-shared-commit-sequence-once-then-check-each-claim
314	review-shared-change-history-511ef9d736cf3e3800c25b31dd5abe0e0540a6a3-a0b08e61f-de4529543751	shared-change-history	1	1	1	1	2026-08-26T06:46:49Z	2026-08-26T06:46:49Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""02e7f3afc1737a1a04a35d22ed9ca7c40570b75c"",""0aceb8aa9606b0e4381e1ce5afc099c8914a3ef1"",""1b0a2e11dfb54b35af550012234ff5648ebf0111"",""2232b3ab7b2baef2666bd3f5bf23193e0af2f86e"",""2e670ab6365099e3d31a1a6fd8ff9aaaa74d98fc"",""3a32ad98562dd20c4860014c53ef5e95e7c0680b"",""4fafa6b132c1c458d76646f2f6b10e603f5d663f"",""511ef9d736cf3e3800c25b31dd5abe0e0540a6a3"",""5a113dd59561dce74f0d5a85883e99ffe6fd097c"",""5f2615641abebc5f1631fb02285d20a93808cbfb"",""64fa102e611a869ea31d47a31fdf72ad84f28711"",""7ac62205eb882df42462d849cc549086b59227ea"",""7dd3f6fbb379de20d3c2c7d983d24523acfdbd84"",""84cf229c0d6e290d4a5694efa957454bc04b22c9"",""92fc8a2c371472b667a10471e6f8a18de66fd847"",""a0b08e61fb38f57fe17f038bfaddd9f5dd47ef34"",""ae2e0183f6953f872bb04b6b929b374b6f8ac1ae"",""af766adab77452239b29918eb26f033c0f00b313"",""c5cc11945f60ddc34a1011b1bde47762a33887ab"",""dede1a1b318fb4cbc3b4314f1354cd20ee2e6ecd"",""f6a34ad39990d74a4752ccfdf0d67c55b398fef5"",""f743d0f9bec6e673cdd09dfd4554172aaa9b01c7""]"	work-r300-tcl-bypass-triangle-c-r300-tcl-bypass-triangle-render-ec50480f6203	read-the-shared-commit-sequence-once-then-check-each-claim
315	review-shared-change-history-eae1df80d9c7db3162ed27614fc74de2325ad665-5f2615641-f2f42b67e80f	shared-change-history	1	1	1	1	2026-08-26T06:46:49Z	2026-08-26T06:46:49Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""5f2615641abebc5f1631fb02285d20a93808cbfb"",""73b4fc07196b5bc9e5505406dfc34f4269407165"",""c7dae69423791abaefee49603b2d45e62086ac19"",""eae1df80d9c7db3162ed27614fc74de2325ad665""]"	work-r3v-native-arming-c-r3v-native-arming-evaluate-const-struct-91b8d5b84bc0	read-the-shared-commit-sequence-once-then-check-each-claim
316	review-shared-change-history-13701e615400edf1e437c61df559419793a3088f-84cf229c0-55a4dbbbcf6e	shared-change-history	1	1	1	1	2026-08-26T06:50:13Z	2026-08-26T06:50:13Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""10f9e2fa66fd28b97638124d55113218da2a57d5"",""13701e615400edf1e437c61df559419793a3088f"",""393cb870255352a00fc9859f2d6624e3f10b2b87"",""4337fab9b7e51ae23d0c1db75c0c107ec1a20f29"",""51e2926b7cd2deabb3dfc6c09e9e3310abca4159"",""5f2615641abebc5f1631fb02285d20a93808cbfb"",""64fa102e611a869ea31d47a31fdf72ad84f28711"",""682648a30f9fe5db7f18772bd953af2e44099437"",""73b4fc07196b5bc9e5505406dfc34f4269407165"",""7dd3f6fbb379de20d3c2c7d983d24523acfdbd84"",""84cf229c0d6e290d4a5694efa957454bc04b22c9"",""af766adab77452239b29918eb26f033c0f00b313"",""c3f310b429a8061a7eda94441b306c7b999d5ebc"",""c5cc11945f60ddc34a1011b1bde47762a33887ab"",""c7dae69423791abaefee49603b2d45e62086ac19"",""eae1df80d9c7db3162ed27614fc74de2325ad665""]"	work-r3v-native-h-r3v-native-image-layer-pitch-bytes-uint32-1822efd8d81b	read-the-shared-commit-sequence-once-then-check-each-claim
317	review-shared-change-history-a0b08e61fb38f57fe17f038bfaddd9f5dd47ef34-f6a34ad39-2f2ce0efd8f9	shared-change-history	1	3	1	1	2026-08-26T07:12:05Z	2026-08-26T07:12:05Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""02e7f3afc1737a1a04a35d22ed9ca7c40570b75c"",""0aceb8aa9606b0e4381e1ce5afc099c8914a3ef1"",""1b0a2e11dfb54b35af550012234ff5648ebf0111"",""2232b3ab7b2baef2666bd3f5bf23193e0af2f86e"",""2e670ab6365099e3d31a1a6fd8ff9aaaa74d98fc"",""3a32ad98562dd20c4860014c53ef5e95e7c0680b"",""4fafa6b132c1c458d76646f2f6b10e603f5d663f"",""5a113dd59561dce74f0d5a85883e99ffe6fd097c"",""5f2615641abebc5f1631fb02285d20a93808cbfb"",""64fa102e611a869ea31d47a31fdf72ad84f28711"",""7ac62205eb882df42462d849cc549086b59227ea"",""7dd3f6fbb379de20d3c2c7d983d24523acfdbd84"",""84cf229c0d6e290d4a5694efa957454bc04b22c9"",""92fc8a2c371472b667a10471e6f8a18de66fd847"",""a0b08e61fb38f57fe17f038bfaddd9f5dd47ef34"",""ae2e0183f6953f872bb04b6b929b374b6f8ac1ae"",""af766adab77452239b29918eb26f033c0f00b313"",""c5cc11945f60ddc34a1011b1bde47762a33887ab"",""dede1a1b318fb4cbc3b4314f1354cd20ee2e6ecd"",""f6a34ad39990d74a4752ccfdf0d67c55b398fef5"",""f743d0f9bec6e673cdd09dfd4554172aaa9b01c7""]"	work-r300-tcl-bypass-triangle-c-r300-tcl-bypass-triangle-varying-9f7d196918b1	read-the-shared-commit-sequence-once-then-check-each-claim
318	review-shared-change-history-f6a34ad39990d74a4752ccfdf0d67c55b398fef5-84cf229c0-39cc51eaa075	shared-change-history	1	1	1	1	2026-08-26T07:16:47Z	2026-08-26T07:16:47Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""02e7f3afc1737a1a04a35d22ed9ca7c40570b75c"",""0aceb8aa9606b0e4381e1ce5afc099c8914a3ef1"",""1b0a2e11dfb54b35af550012234ff5648ebf0111"",""2232b3ab7b2baef2666bd3f5bf23193e0af2f86e"",""2e670ab6365099e3d31a1a6fd8ff9aaaa74d98fc"",""3a32ad98562dd20c4860014c53ef5e95e7c0680b"",""4fafa6b132c1c458d76646f2f6b10e603f5d663f"",""5a113dd59561dce74f0d5a85883e99ffe6fd097c"",""5f2615641abebc5f1631fb02285d20a93808cbfb"",""64fa102e611a869ea31d47a31fdf72ad84f28711"",""7ac62205eb882df42462d849cc549086b59227ea"",""7dd3f6fbb379de20d3c2c7d983d24523acfdbd84"",""84cf229c0d6e290d4a5694efa957454bc04b22c9"",""92fc8a2c371472b667a10471e6f8a18de66fd847"",""ae2e0183f6953f872bb04b6b929b374b6f8ac1ae"",""af766adab77452239b29918eb26f033c0f00b313"",""c5cc11945f60ddc34a1011b1bde47762a33887ab"",""dede1a1b318fb4cbc3b4314f1354cd20ee2e6ecd"",""f6a34ad39990d74a4752ccfdf0d67c55b398fef5"",""f743d0f9bec6e673cdd09dfd4554172aaa9b01c7""]"	work-r300-tcl-bypass-triangle-c-composed-sample-emit-const-struct-97cb1c3402f9	read-the-shared-commit-sequence-once-then-check-each-claim
319	review-shared-change-history-f6a34ad39990d74a4752ccfdf0d67c55b398fef5-84cf229c0-4766481dbb90	shared-change-history	1	1	1	1	2026-08-26T07:16:47Z	2026-08-26T07:16:47Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""02e7f3afc1737a1a04a35d22ed9ca7c40570b75c"",""0aceb8aa9606b0e4381e1ce5afc099c8914a3ef1"",""1b0a2e11dfb54b35af550012234ff5648ebf0111"",""2232b3ab7b2baef2666bd3f5bf23193e0af2f86e"",""2e670ab6365099e3d31a1a6fd8ff9aaaa74d98fc"",""347c582d656a298f85a2cfa69521bd9a1aec34e3"",""3a32ad98562dd20c4860014c53ef5e95e7c0680b"",""4fafa6b132c1c458d76646f2f6b10e603f5d663f"",""5a113dd59561dce74f0d5a85883e99ffe6fd097c"",""5f2615641abebc5f1631fb02285d20a93808cbfb"",""64fa102e611a869ea31d47a31fdf72ad84f28711"",""7ac62205eb882df42462d849cc549086b59227ea"",""7dd3f6fbb379de20d3c2c7d983d24523acfdbd84"",""84cf229c0d6e290d4a5694efa957454bc04b22c9"",""92fc8a2c371472b667a10471e6f8a18de66fd847"",""ae2e0183f6953f872bb04b6b929b374b6f8ac1ae"",""af766adab77452239b29918eb26f033c0f00b313"",""c5cc11945f60ddc34a1011b1bde47762a33887ab"",""dede1a1b318fb4cbc3b4314f1354cd20ee2e6ecd"",""f6a34ad39990d74a4752ccfdf0d67c55b398fef5"",""f743d0f9bec6e673cdd09dfd4554172aaa9b01c7""]"	work-r300-tcl-bypass-triangle-h-int-r300-tcl-bypass-triangle-45b11f238036	read-the-shared-commit-sequence-once-then-check-each-claim
320	review-shared-change-history-84cf229c0d6e290d4a5694efa957454bc04b22c9-4fafa6b13-97b199638228	shared-change-history	1	1	1	1	2026-08-26T07:25:57Z	2026-08-26T07:25:57Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""02e7f3afc1737a1a04a35d22ed9ca7c40570b75c"",""0aceb8aa9606b0e4381e1ce5afc099c8914a3ef1"",""1b0a2e11dfb54b35af550012234ff5648ebf0111"",""2232b3ab7b2baef2666bd3f5bf23193e0af2f86e"",""2e670ab6365099e3d31a1a6fd8ff9aaaa74d98fc"",""3a32ad98562dd20c4860014c53ef5e95e7c0680b"",""4fafa6b132c1c458d76646f2f6b10e603f5d663f"",""5a113dd59561dce74f0d5a85883e99ffe6fd097c"",""5f2615641abebc5f1631fb02285d20a93808cbfb"",""64fa102e611a869ea31d47a31fdf72ad84f28711"",""7ac62205eb882df42462d849cc549086b59227ea"",""7dd3f6fbb379de20d3c2c7d983d24523acfdbd84"",""84cf229c0d6e290d4a5694efa957454bc04b22c9"",""92fc8a2c371472b667a10471e6f8a18de66fd847"",""ae2e0183f6953f872bb04b6b929b374b6f8ac1ae"",""af766adab77452239b29918eb26f033c0f00b313"",""c5cc11945f60ddc34a1011b1bde47762a33887ab"",""dede1a1b318fb4cbc3b4314f1354cd20ee2e6ecd"",""f743d0f9bec6e673cdd09dfd4554172aaa9b01c7""]"	work-r300-tcl-bypass-triangle-c-r300-tcl-bypass-triangle-coverage-82f24546ba77	read-the-shared-commit-sequence-once-then-check-each-claim
321	review-shared-change-history-be6eb55ff61e6ac44b7e475f70f9edc76d1f8d5b-451d77f25-7bd8c96b7ede	shared-change-history	1	1	1	1	2026-08-26T07:25:57Z	2026-08-26T07:25:57Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""3065def39aa3fde98ca00c66da9612773b451805"",""451d77f250a30cb4c968c8474b0ffaa1a8f1b123"",""be6eb55ff61e6ac44b7e475f70f9edc76d1f8d5b"",""dede1a1b318fb4cbc3b4314f1354cd20ee2e6ecd""]"	work-r3v-native-attended-sampled-c-pfn-vkvoidfunction-vk-icdgetinstanceprocad-de26af02ffc4	read-the-shared-commit-sequence-once-then-check-each-claim
322	review-shared-change-history-84cf229c0d6e290d4a5694efa957454bc04b22c9-eae1df80d-6d57616cb6c1	shared-change-history	1	4	1	1	2026-08-26T07:31:31Z	2026-08-26T07:31:31Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""10f9e2fa66fd28b97638124d55113218da2a57d5"",""31650bf8e57d52a812104aeb6cc60449099a86d1"",""51e2926b7cd2deabb3dfc6c09e9e3310abca4159"",""5f2615641abebc5f1631fb02285d20a93808cbfb"",""64fa102e611a869ea31d47a31fdf72ad84f28711"",""73b4fc07196b5bc9e5505406dfc34f4269407165"",""7dd3f6fbb379de20d3c2c7d983d24523acfdbd84"",""813f5899cd3d315aa4c84213e5be5101fc03f698"",""84cf229c0d6e290d4a5694efa957454bc04b22c9"",""af766adab77452239b29918eb26f033c0f00b313"",""c5cc11945f60ddc34a1011b1bde47762a33887ab"",""c7dae69423791abaefee49603b2d45e62086ac19"",""eae1df80d9c7db3162ed27614fc74de2325ad665""]"	work-r3v-native-cell-c-r3v-native-record-r2vb-status-load-324b7eb7452c	read-the-shared-commit-sequence-once-then-check-each-claim
323	review-shared-change-history-eae1df80d9c7db3162ed27614fc74de2325ad665-5f2615641-5c7a56b563eb	shared-change-history	1	1	1	1	2026-08-26T07:42:40Z	2026-08-26T07:42:40Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""0aceb8aa9606b0e4381e1ce5afc099c8914a3ef1"",""2232b3ab7b2baef2666bd3f5bf23193e0af2f86e"",""5f2615641abebc5f1631fb02285d20a93808cbfb"",""64fa102e611a869ea31d47a31fdf72ad84f28711"",""7dd3f6fbb379de20d3c2c7d983d24523acfdbd84"",""8e4c01d4aaf5dbfe222d2bd3763b7ca906eb129c"",""a4c39ca2b71127b4a9ffe6a3e524428977fc7c61"",""ae2e0183f6953f872bb04b6b929b374b6f8ac1ae"",""af766adab77452239b29918eb26f033c0f00b313"",""c5cc11945f60ddc34a1011b1bde47762a33887ab"",""eae1df80d9c7db3162ed27614fc74de2325ad665"",""f743d0f9bec6e673cdd09dfd4554172aaa9b01c7""]"	work-r3v-native-arming-runner-c-cell-emit-struct-r300-tcl-c3e3e1b947b2	read-the-shared-commit-sequence-once-then-check-each-claim
324	review-shared-change-history-eae1df80d9c7db3162ed27614fc74de2325ad665-5f2615641-7df7f460f8cf	shared-change-history	1	1	1	1	2026-08-26T07:42:40Z	2026-08-26T07:42:40Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""14d41350a7d29ed484b247e119139600650ea080"",""5f2615641abebc5f1631fb02285d20a93808cbfb"",""64fa102e611a869ea31d47a31fdf72ad84f28711"",""73b4fc07196b5bc9e5505406dfc34f4269407165"",""7dd3f6fbb379de20d3c2c7d983d24523acfdbd84"",""af766adab77452239b29918eb26f033c0f00b313"",""c5cc11945f60ddc34a1011b1bde47762a33887ab"",""c7dae69423791abaefee49603b2d45e62086ac19"",""dc380fd9cddf1f112abf0921f5478bd9142ad359"",""eae1df80d9c7db3162ed27614fc74de2325ad665""]"	work-r3v-native-queue-c-cell-geometry-unfrozen-const-struct-r3v-46aa1a5d835b	read-the-shared-commit-sequence-once-then-check-each-claim
325	review-shared-change-history-f34c5c5ebbea17e56dd5fd49a9122d175544ac5c-99ae7f779-8253dcd3d271	shared-change-history	4	4	1	1	2026-08-26T08:21:12Z	2026-08-26T08:21:12Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""15e794e1b6218b8fe59b7e9577a07d2b0a38aa99"",""3065def39aa3fde98ca00c66da9612773b451805"",""451d77f250a30cb4c968c8474b0ffaa1a8f1b123"",""6d7b0b5c0c5292f9b8563651b0351f714353e630"",""74e17e547d51997ffb074a92b1f74bef56c702a0"",""99ae7f779dd196aec81f5eef3c02f0ddf0f2fbbc"",""a62e4497766aff089ee68b72c96c0721935b3290"",""be6eb55ff61e6ac44b7e475f70f9edc76d1f8d5b"",""dede1a1b318fb4cbc3b4314f1354cd20ee2e6ecd"",""f34c5c5ebbea17e56dd5fd49a9122d175544ac5c""]"	work-r3v-native-attended-composed-c-original-line-12-9ea983fc473f	read-the-shared-commit-sequence-once-then-check-each-claim
326	review-shared-change-history-3a32ad98562dd20c4860014c53ef5e95e7c0680b-1b0a2e11d-1a2e0b2a644f	shared-change-history	1	1	1	1	2026-08-26T08:21:13Z	2026-08-26T08:21:13Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""02e7f3afc1737a1a04a35d22ed9ca7c40570b75c"",""0aceb8aa9606b0e4381e1ce5afc099c8914a3ef1"",""1b0a2e11dfb54b35af550012234ff5648ebf0111"",""2232b3ab7b2baef2666bd3f5bf23193e0af2f86e"",""2e670ab6365099e3d31a1a6fd8ff9aaaa74d98fc"",""3a32ad98562dd20c4860014c53ef5e95e7c0680b"",""5a113dd59561dce74f0d5a85883e99ffe6fd097c"",""5f2615641abebc5f1631fb02285d20a93808cbfb"",""64fa102e611a869ea31d47a31fdf72ad84f28711"",""7ac62205eb882df42462d849cc549086b59227ea"",""7dd3f6fbb379de20d3c2c7d983d24523acfdbd84"",""92fc8a2c371472b667a10471e6f8a18de66fd847"",""ae2e0183f6953f872bb04b6b929b374b6f8ac1ae"",""af766adab77452239b29918eb26f033c0f00b313"",""c5cc11945f60ddc34a1011b1bde47762a33887ab"",""dede1a1b318fb4cbc3b4314f1354cd20ee2e6ecd"",""f743d0f9bec6e673cdd09dfd4554172aaa9b01c7""]"	work-r300-tcl-bypass-triangle-test-c-test-varying-shape-vertices-68107db2efe0	read-the-shared-commit-sequence-once-then-check-each-claim
327	review-shared-change-history-661a73bf5bb99146ce096cc086613c7a819895f3-ddd2b086c-a07fd2ef23e1	shared-change-history	2	2	1	1	2026-08-26T08:22:39Z	2026-08-26T08:22:39Z	"[""documentation-symbol-and-link-check""]"	"[""changed-since-review""]"	"[""661a73bf5bb99146ce096cc086613c7a819895f3"",""9fbf23d207e49def0c922f51f8119b2e04d28bf4"",""ddd2b086c9ab06cf4ed45561ef1fb57eae7d4e0e""]"	work-r3v-native-attended-composed-render-sample-procedure-md-original-line-c916e554b009	read-the-shared-commit-sequence-once-then-check-each-claim
328	review-shared-change-history-99ae7f779dd196aec81f5eef3c02f0ddf0f2fbbc-15e794e1b-de2adb845b42	shared-change-history	1	1	1	1	2026-08-26T08:22:39Z	2026-08-26T08:22:39Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""15e794e1b6218b8fe59b7e9577a07d2b0a38aa99"",""3065def39aa3fde98ca00c66da9612773b451805"",""451d77f250a30cb4c968c8474b0ffaa1a8f1b123"",""6d7b0b5c0c5292f9b8563651b0351f714353e630"",""74e17e547d51997ffb074a92b1f74bef56c702a0"",""99ae7f779dd196aec81f5eef3c02f0ddf0f2fbbc"",""a62e4497766aff089ee68b72c96c0721935b3290"",""be6eb55ff61e6ac44b7e475f70f9edc76d1f8d5b"",""dede1a1b318fb4cbc3b4314f1354cd20ee2e6ecd""]"	work-r3v-native-attended-composed-c-main-int-argc-char-argv-59d94baeaac5	read-the-shared-commit-sequence-once-then-check-each-claim
329	review-shared-change-history-1b0a2e11dfb54b35af550012234ff5648ebf0111-7ac62205e-1f747ec90bb9	shared-change-history	1	1	1	1	2026-08-26T08:39:29Z	2026-08-26T08:39:29Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""02e7f3afc1737a1a04a35d22ed9ca7c40570b75c"",""0aceb8aa9606b0e4381e1ce5afc099c8914a3ef1"",""1b0a2e11dfb54b35af550012234ff5648ebf0111"",""2232b3ab7b2baef2666bd3f5bf23193e0af2f86e"",""2e670ab6365099e3d31a1a6fd8ff9aaaa74d98fc"",""5a113dd59561dce74f0d5a85883e99ffe6fd097c"",""5f2615641abebc5f1631fb02285d20a93808cbfb"",""64fa102e611a869ea31d47a31fdf72ad84f28711"",""7ac62205eb882df42462d849cc549086b59227ea"",""7dd3f6fbb379de20d3c2c7d983d24523acfdbd84"",""92fc8a2c371472b667a10471e6f8a18de66fd847"",""ae2e0183f6953f872bb04b6b929b374b6f8ac1ae"",""af766adab77452239b29918eb26f033c0f00b313"",""c5cc11945f60ddc34a1011b1bde47762a33887ab"",""dede1a1b318fb4cbc3b4314f1354cd20ee2e6ecd"",""f743d0f9bec6e673cdd09dfd4554172aaa9b01c7""]"	work-r300-tcl-bypass-triangle-c-r300-tcl-bypass-triangle-coverage-55a18c466e94	read-the-shared-commit-sequence-once-then-check-each-claim
330	review-shared-change-history-15e794e1b6218b8fe59b7e9577a07d2b0a38aa99-74e17e547-c3b5fa3193b1	shared-change-history	1	1	1	1	2026-08-26T15:24:30Z	2026-08-26T15:24:30Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""15e794e1b6218b8fe59b7e9577a07d2b0a38aa99"",""3065def39aa3fde98ca00c66da9612773b451805"",""451d77f250a30cb4c968c8474b0ffaa1a8f1b123"",""6d7b0b5c0c5292f9b8563651b0351f714353e630"",""74e17e547d51997ffb074a92b1f74bef56c702a0"",""a62e4497766aff089ee68b72c96c0721935b3290"",""be6eb55ff61e6ac44b7e475f70f9edc76d1f8d5b"",""dede1a1b318fb4cbc3b4314f1354cd20ee2e6ecd""]"	work-r3v-native-attended-composed-c-report-const-char-label-const-dbf0d79f3f80	read-the-shared-commit-sequence-once-then-check-each-claim
331	review-shared-change-history-7ac62205eb882df42462d849cc549086b59227ea-92fc8a2c3-9731033d1aeb	shared-change-history	2	2	2	1	2026-08-26T15:35:00Z	2026-08-26T15:35:00Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""02e7f3afc1737a1a04a35d22ed9ca7c40570b75c"",""0aceb8aa9606b0e4381e1ce5afc099c8914a3ef1"",""2232b3ab7b2baef2666bd3f5bf23193e0af2f86e"",""2e670ab6365099e3d31a1a6fd8ff9aaaa74d98fc"",""5a113dd59561dce74f0d5a85883e99ffe6fd097c"",""5f2615641abebc5f1631fb02285d20a93808cbfb"",""64fa102e611a869ea31d47a31fdf72ad84f28711"",""7ac62205eb882df42462d849cc549086b59227ea"",""7dd3f6fbb379de20d3c2c7d983d24523acfdbd84"",""92fc8a2c371472b667a10471e6f8a18de66fd847"",""ae2e0183f6953f872bb04b6b929b374b6f8ac1ae"",""af766adab77452239b29918eb26f033c0f00b313"",""c5cc11945f60ddc34a1011b1bde47762a33887ab"",""dede1a1b318fb4cbc3b4314f1354cd20ee2e6ecd"",""f743d0f9bec6e673cdd09dfd4554172aaa9b01c7""]"	work-r300-tcl-bypass-triangle-c-r300-tcl-bypass-triangle-interior-b52bc335f53d	read-the-shared-commit-sequence-once-then-check-each-claim
332	review-shared-change-history-51f57acd4012136e17651596b9591d25d90d6175-4b0c1f55a-9f169a0241b5	shared-change-history	1	1	1	1	2026-08-26T17:57:34Z	2026-08-26T17:57:34Z	"[""documentation-symbol-and-link-check""]"	"[""changed-since-review""]"	"[""292c0318de096554d204725077710d177a3196f2"",""4420389af742cd6354dceac2584fd4fd8ad74ec8"",""4b0c1f55abd1c9d84022973e14fd40d639426ec9"",""51f57acd4012136e17651596b9591d25d90d6175"",""6c94fa74ff9c5cf359fee995d278623e8e51d06f"",""bc38bb8840c92d4b64d9f25d5d83c5f2345007c7"",""f743d0f9bec6e673cdd09dfd4554172aaa9b01c7""]"	work-agents-md-structure-agent-loaded-markdown-documents-with-clean-predictab-65dc76c1fb17	read-the-shared-commit-sequence-once-then-check-each-claim
333	review-shared-change-history-aa981dd2fb3a6b1901dc611f950542979c2730a5-51f57acd4-05a78fefc43d	shared-change-history	2	5	1	1	2026-08-26T17:57:49Z	2026-08-26T17:57:49Z	"[""documentation-symbol-and-link-check""]"	"[""changed-since-review""]"	"[""292c0318de096554d204725077710d177a3196f2"",""4420389af742cd6354dceac2584fd4fd8ad74ec8"",""4b0c1f55abd1c9d84022973e14fd40d639426ec9"",""51f57acd4012136e17651596b9591d25d90d6175"",""6c94fa74ff9c5cf359fee995d278623e8e51d06f"",""aa981dd2fb3a6b1901dc611f950542979c2730a5"",""bc38bb8840c92d4b64d9f25d5d83c5f2345007c7"",""f743d0f9bec6e673cdd09dfd4554172aaa9b01c7""]"	work-agents-md-these-rules-are-enforceable-later-sections-explain-mechanism-6b95ca4be917	read-the-shared-commit-sequence-once-then-check-each-claim
334	review-shared-change-history-92fc8a2c371472b667a10471e6f8a18de66fd847-dede1a1b3-8b0a9321a6bb	shared-change-history	2	5	1	1	2026-08-26T18:33:07Z	2026-08-26T18:33:08Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""02e7f3afc1737a1a04a35d22ed9ca7c40570b75c"",""0aceb8aa9606b0e4381e1ce5afc099c8914a3ef1"",""2232b3ab7b2baef2666bd3f5bf23193e0af2f86e"",""2e670ab6365099e3d31a1a6fd8ff9aaaa74d98fc"",""5a113dd59561dce74f0d5a85883e99ffe6fd097c"",""5f2615641abebc5f1631fb02285d20a93808cbfb"",""64fa102e611a869ea31d47a31fdf72ad84f28711"",""7dd3f6fbb379de20d3c2c7d983d24523acfdbd84"",""92fc8a2c371472b667a10471e6f8a18de66fd847"",""ae2e0183f6953f872bb04b6b929b374b6f8ac1ae"",""af766adab77452239b29918eb26f033c0f00b313"",""c5cc11945f60ddc34a1011b1bde47762a33887ab"",""dede1a1b318fb4cbc3b4314f1354cd20ee2e6ecd"",""f743d0f9bec6e673cdd09dfd4554172aaa9b01c7""]"	work-r300-tcl-bypass-triangle-c-r300-tcl-bypass-triangle-bind-304fce058989	read-the-shared-commit-sequence-once-then-check-each-claim
