"thread_id"	"thread_created_at"	"review_url"	"review_path"	"original_line"	"claim_heading"	"status_at_capture"	"falsifier"
"PRRT_kwDOR3YK5M6cWPv1"	"2026-08-26T05:49:39Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1824#discussion_r3859988437"	"docs/hardware/r3v-current-program-status.md"	"377"	"keep nearest and clamp semantics open"	"unassessed"	""
"PRRT_kwDOR3YK5M6cWPv6"	"2026-08-26T05:49:39Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1824#discussion_r3859988442"	"docs/hardware/r3v-current-program-status.md"	"376"	"retain s axis addressing as open work"	"unassessed"	""
"PRRT_kwDOR3YK5M6cWPvu"	"2026-08-26T05:49:39Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1824#discussion_r3859988428"	"docs/hardware/r3v-current-program-status.md"	"373"	"bound the receipt to half row discrimination"	"unassessed"	""
"PRRT_kwDOR3YK5M6cWTLd"	"2026-08-26T05:54:17Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1826#discussion_r3860009407"	"docs/hardware/r3v-current-program-status.md"	"395"	"name the layered image ledger row explicitly"	"unassessed"	""
"PRRT_kwDOR3YK5M6cWTLh"	"2026-08-26T05:54:17Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1826#discussion_r3860009415"	"docs/hardware/r3v-current-program-status.md"	"392"	"scope the layered route gate to the array cases"	"unassessed"	""
"PRRT_kwDOR3YK5M6cWTLl"	"2026-08-26T05:54:18Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1826#discussion_r3860009422"	"docs/hardware/r3v-current-program-status.md"	"398"	"require both routes before admitting the combined usage"	"unassessed"	""
"PRRT_kwDOR3YK5M6cWUtX"	"2026-08-26T05:56:13Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1825#discussion_r3860018706"	"docs/hardware/r3v-current-program-status.md"	"381"	"scope the zero movement claim to the measured families"	"unassessed"	""
"PRRT_kwDOR3YK5M6cWUta"	"2026-08-26T05:56:13Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1825#discussion_r3860018709"	"docs/hardware/r3v-current-program-status.md"	"388"	"add the promised sampler state rung"	"unassessed"	""
"PRRT_kwDOR3YK5M6cW12I"	"2026-08-26T06:36:19Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1829#discussion_r3860219674"	"docs/hardware/r3v-current-program-status.md"	"464"	"keep the render to sample coherency edge open"	"unassessed"	""
"PRRT_kwDOR3YK5M6cW12N"	"2026-08-26T06:36:20Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1829#discussion_r3860219681"	"docs/hardware/r3v-current-program-status.md"	"458"	"reconcile rung 7 with the ladder s strict ordering"	"unassessed"	""
"PRRT_kwDOR3YK5M6cW12R"	"2026-08-26T06:36:20Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1829#discussion_r3860219686"	"docs/hardware/r3v-current-program-status.md"	"431"	"require vram placement rather than device local memory"	"unassessed"	""
"PRRT_kwDOR3YK5M6cW12U"	"2026-08-26T06:36:20Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1829#discussion_r3860219692"	"docs/hardware/r3v-current-program-status.md"	"453"	"make the first msaa arm distinguish multisampling"	"unassessed"	""
"PRRT_kwDOR3YK5M6cW-e_"	"2026-08-26T06:45:44Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1831#discussion_r3860271670"	"docs/hardware/r3v-current-program-status.md"	"478"	"record the composed cell s required offset"	"unassessed"	""
"PRRT_kwDOR3YK5M6cW-fF"	"2026-08-26T06:45:44Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1831#discussion_r3860271679"	"docs/hardware/r3v-current-program-status.md"	"472"	"add the discovery method to the emitter claim"	"unassessed"	""
"PRRT_kwDOR3YK5M6cW-fI"	"2026-08-26T06:45:44Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1831#discussion_r3860271682"	"docs/hardware/r3v-current-program-status.md"	"470"	"close the em dash substitute against both words"	"unassessed"	""
"PRRT_kwDOR3YK5M6cXe3W"	"2026-08-26T07:18:58Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1836#discussion_r3860470615"	"docs/hardware/r3v-current-program-status.md"	"496"	"add discovery locations to the new code claims"	"unassessed"	""
"PRRT_kwDOR3YK5M6cXe3b"	"2026-08-26T07:18:58Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1836#discussion_r3860470623"	"docs/hardware/r3v-current-program-status.md"	"494"	"account for the fifth payload falling outside the chunk"	"unassessed"	""
"PRRT_kwDOR3YK5M6cXpKj"	"2026-08-26T07:28:29Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1839#discussion_r3860533914"	"docs/hardware/r3v-current-program-status.md"	"506"	"remove the unsupported recorder calibration claim"	"unassessed"	""
"PRRT_kwDOR3YK5M6cXpKo"	"2026-08-26T07:28:29Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1839#discussion_r3860533919"	"docs/hardware/r3v-current-program-status.md"	"507"	"record the composed kind s arming blocker"	"unassessed"	""
"PRRT_kwDOR3YK5M6cY3aN"	"2026-08-26T08:37:52Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1846#discussion_r3861015440"	"docs/hardware/r3v-current-program-status.md"	"482"	"retain an edge oracle before accepting the msaa arm"	"unassessed"	""
"PRRT_kwDOR3YK5M6chXIA"	"2026-08-26T15:35:00Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1848#discussion_r3864337773"	"docs/hardware/r3v-current-program-status.md"	"498"	"keep resolve semantics marked as a hypothesis"	"unassessed"	""
"PRRT_kwDOR3YK5M6chXun"	"2026-08-26T15:35:34Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1849#discussion_r3864341604"	"docs/hardware/r3v-current-program-status.md"	"515"	"add discovery methods to the new code claims"	"unassessed"	""
"PRRT_kwDOR3YK5M6chXuo"	"2026-08-26T15:35:34Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1849#discussion_r3864341605"	"docs/hardware/r3v-current-program-status.md"	"519"	"reconcile the fragment color outcomes"	"unassessed"	""
"PRRT_kwDOR3YK5M6chXur"	"2026-08-26T15:35:34Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1849#discussion_r3864341609"	"docs/hardware/r3v-current-program-status.md"	"533"	"base the allocation claim on the final placement"	"unassessed"	""
"PRRT_kwDOR3YK5M6cm0lo"	"2026-08-26T20:29:09Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1865#discussion_r3866475551"	"docs/hardware/r3v-current-program-status.md"	"453"	"record the discovery method for the new source locator"	"unassessed"	""
"PRRT_kwDOR3YK5M6cm0l2"	"2026-08-26T20:29:10Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1865#discussion_r3866475567"	"docs/hardware/r3v-current-program-status.md"	"456"	"link the canonical memory placement contract"	"unassessed"	""
"PRRT_kwDOR3YK5M6cm0lv"	"2026-08-26T20:29:10Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1865#discussion_r3866475560"	"docs/hardware/r3v-current-program-status.md"	"456"	"describe vram residency as unproven rather than absent"	"unassessed"	""
"PRRT_kwDOR3YK5M6cm_G0"	"2026-08-26T20:38:28Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1867#discussion_r3866539676"	"build-infra/scripts/review_thread_classification.py"	"198"	"allow classifications to transition into closed rows"	"fixed-on-main"	"A valid closed row cannot replay through the frontier check."
"PRRT_kwDOR3YK5M6dCkne"	"2026-08-28T02:20:49Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1957#discussion_r3877416708"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"1968"	"preserve version 3 receipt semantics during verification"	"unassessed"	""
